CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm,TotalPLFA,Bac,Fun,Gpos,Gneg,Act,F_B,Gp_Gn,Act_Gp
FCNSW_053_2019-07-29_T3_P1,FCNSW_053,FC NSW 1031,29/7/19,3,1,144.42359,-35.862426,82.900002,6.74,0,8.41408253,-0.022506714,0.333277375,-2.000254393,-8.48E-07,0.427167118,-17.05365753,-11.34132576,0.56705147,n,0,30,"Red gum, Black box, juncus",2829,3400,1.174,0.174,25,41,34,30,40,30,Silty clay loam,5.94,4.35,0.0697,15.3,9.42378,732.36,810.9,179.52,265.2,27234,0,0,791.52,0,20.4,39.78,15.3,33354,3712.8,2325.6,1387.2,0,204,21.42,288.66,16.32,102,0,0,51,n,0.02,1.02,20.3388,0.9588,-26.54,3.53,20.84000729,3.874503647,10.28536856,4.322034459,149.34,8.95,0.861,1.59,2.728,19.482,4.54104,0.0952,3.00E-04,33.102,68.1592,6.499,249.7333333,14.06,0.673102827,21.21276596,17.7619725,0.265242469,1.093672676,0.09,928.99973,515.6130229,113.4222619,217.984725,111.0907913,20.31430676,0.219975557,218.1675872,0.093191423
FCNSW_054_2019-07-29_T3_P2,FCNSW_054,FC NSW 1032,29/7/19,3,2,144.424764,-35.862395,82.980003,6.82,0.080002,6.81765938,-0.068756104,1.581074476,-0.091420814,-0.007442566,0.4558011,-16.83444023,-10.56536674,0.573426723,n,0,30,"Red gum, grey box, juncus, ""cherry berry""",2829,3360,1.202,0.202,23,41,36,30,39,30,Silty clay loam,6.04,4.43,0.0791,16.32,12.2706,938.4,947.58,240.72,348.84,30600,0,0,895.56,0,15.3,40.8,15.3,31518,4212.6,2560.2,1081.2,0,294.78,20.4,245.82,17.34,110.16,0,0,53.04,n,0.02,1.02,26.0814,1.2546,-26.78,3.21,22.84844515,4.076494493,10.73553785,5.452938524,105.75,6.48,0.711,0.48,1.902,23.4702,4.83888,0.0882,8.00E-04,32.865,68.3917,5.289,245.3777778,12.04,0.675428885,20.78861789,20.3802141,0.251814587,1.072492047,0.097,736.3784047,455.0238667,73.98974513,198.4323365,89.5422145,17.49712378,0.162606295,198.6277429,0.088176776
FCNSW_055_2019-07-29_T3_P3,FCNSW_055,FC NSW 1033,29/7/19,3,3,144.42555,-35.86226,83.300003,7.14,0.400002,6.60462236,-0.00868988,1.24843967,0.464881808,0.012341132,0.434108526,-16.72118378,-11.30249596,0.576720417,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.204,0.204,20,51,29,25,43,32,Silty clay loam,5.68,4.32,0.0869,13.26,14.77674,709.92,688.5,167.28,234.6,26724,0,0,729.3,0,18.36,40.8,13.26,31620,3906.6,2397,1183.2,0,198.9,19.38,295.8,16.32,121.38,0,0,52.02,n,0.02,1.02,18.9618,1.734,-28.28,3.62,26.73054562,5.586426577,11.95609934,5.773573094,143.04,12.31,0.655,0.808,4.82,24.7962,6.78504,0.0929,8.00E-04,33.941,67.3326,10.847,281.8222222,13.96,0.664858364,10.93529412,20.18783827,0.315089103,1.027076706,0.092,920.227245,577.0736976,103.2775572,239.3532588,116.0597955,22.24055946,0.178967708,239.544889,0.092919393
FCNSW_056_2019-07-29_T3_P4,FCNSW_056,FC NSW 1034,29/7/19,3,4,144.42597,-35.862151,83.5,7.34,0.599998,5.88073301,0.079368591,0.689953506,-1.712836146,0.005568054,0.436702639,-17.36703491,-10.53044033,0.557937801,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.175,0.175,15,59,26,25,45,30,Silty clay loam,6.29,4.93,0.0782,14.28,14.35854,1105.68,772.14,148.92,318.24,24990,0,0,1193.4,0,0,37.74,12.24,21216,3845.4,2550,480.42,0,161.16,18.36,271.32,16.32,128.52,0,0,47.94,n,0.02,1.02,18.8802,1.7544,-20.18,3.74,23.944638,4.987685102,10.74796718,5.90407319,95.75,7.82,0.64,0.868,1.97,25.959,5.78544,0.1401,0.001,29.361,71.7144,6.312,294.3555556,23.9,0.709513888,10.76162791,12.31613203,0.299523962,0.906511135,0.097,706.3673595,446.2035634,81.72706286,187.466068,75.95106102,24.18467891,0.183160937,187.7844925,0.129008301
FCNSW_057_2019-07-31_T4_P1,FCNSW_057,FC NSW 1041,31/7/19,4,1,144.34441,-35.74825,80.510002,4.35,1.200005,5.51209164,0.236251831,2.315444231,0.175042644,-7.19E-04,0.442673534,-18.46257591,-12.3828125,0.52607733,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.173,0.173,21,33,46,31,28,41,Silty clay,5.76,4.65,0.2491,22.638,9.794022,1654.632,1268.757,316.932,380.73,45893.4,0,0,1708.14,0,22.638,51.45,21.609,43629.6,4589.34,3097.29,1461.18,0,486.717,27.783,402.339,22.638,150.234,0,0,59.682,n,0.029,1.029,16.61835,1.62582,-22.35,4.76,32.18649996,4.601876519,14.99842483,8.494226524,157.98,20.76,4.805,10.294,1.733,26.09544,7.662963,0.0841,9.00E-04,35.72,65.6345,5.661,157.1333333,6.76,0.647573615,10.22151899,23.24457594,0.195885788,1.096033934,0.109,624.6664085,387.1410485,65.91566096,169.5053222,66.07297857,11.82540037,0.17026265,169.684297,0.069764183
FCNSW_058_2019-07-31_T4_P2,FCNSW_058,FC NSW 1042,31/7/19,4,2,144.34441,-35.74903,79.57,3.41,0.260002,6.6422267,-0.118591309,1.536560416,-1.559445858,-0.026031157,0.42923978,-17.65932846,-12.42421818,0.549437344,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.188,0.188,23,25,52,34,30,36,Clay,5.63,4.4,0.0797,21.546,17.346582,1504.116,995.22,182.628,326.268,28830.6,0,0,1518.48,0,0,38.988,15.39,21340.8,3006.18,2164.86,553.014,0,160.056,16.416,287.28,19.494,257.526,0,0,51.3,n,0.026,1.026,18.53982,1.29276,-27.23,2.57,20.83224637,3.353245663,10.35313678,4.606423626,79.93,13.06,11.446,0.797,1.14,16.73406,4.501062,0.0741,7.00E-04,36.897,64.6641,0.817,319.9555556,9.2,0.636701454,14.34126984,34.77777778,0.224154024,1.066949452,0.12,664.6164893,408.3550649,54.17761737,188.3609723,72.11559029,14.94746897,0.132672818,188.5682432,0.079355446
FCNSW_059_2019-07-31_T4_P3,FCNSW_059,FC NSW 1043,31/7/19,4,3,144.34407,-35.74957,79.440002,3.28,0.130005,6.15127707,0.06312561,2.136120081,-0.578973353,-0.016373023,0.473740608,-17.66393089,-10.8448143,0.549303472,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.171,0.171,26,27,47,38,29,33,Silty clay,5.67,4.44,0.0698,17.374,18.969342,1322.468,814.534,143.08,263.676,27798.4,0,0,1287.72,0,0,36.792,13.286,18293.8,3025.12,1890.7,346.458,0,142.058,14.308,231.994,17.374,137.97,0,0,45.99,n,0.022,1.022,18.53908,1.28772,-26.63,3.14,20.49954639,3.698015037,9.740370802,4.399197438,68.17,10.18,9.449,0.494,1.029,17.95654,4.376204,0.1415,0.0012,25.466,75.8255,0.237,394.0444444,20.88,0.748586999,14.3968254,18.87186037,0.261536631,1.049512195,0.103,904.6819429,528.7166714,89.27569578,226.294402,102.2233041,18.98010274,0.168853567,226.4800749,0.083873497
FCNSW_060_2019-07-31_T4_P4,FCNSW_060,FC NSW 1044,31/7/19,4,4,144.34419,-35.75001,79.309998,3.14999,0,6.41605902,0.007492065,0.527038217,-0.417824209,-0.011131082,0.444714457,-17.54943657,-10.8448143,0.552633226,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.227,0.227,21,31,49,31,32,37,Silty clay,5.62,4.41,0.075,17.391,36.227499,1284.888,767.25,135.036,274.164,27927.9,0,0,1176.45,0,0,38.874,14.322,18414,3212.22,1892.55,388.74,0,140.151,16.368,245.52,18.414,137.082,0,0,47.058,n,0.023,1.023,12.15324,1.48335,-26.48,3.36,19.39939708,3.857379299,9.262447069,3.620819034,80.2,12.61,10.335,1.018,0.84,14.97672,5.192748,0.089,7.00E-04,34.645,66.9322,1.257,206.7777778,9.12,0.658929366,8.193103448,22.67300195,0.299410046,1.206702015,0.104,661.2269891,420.9483286,41.59291628,191.2562612,80.67550559,14.98794859,0.098807653,191.4420419,0.078365793
FCNSW_061_2019-07-30_T5_P1,FCNSW_061,FC NSW 1051,30/7/19,5,1,144.29449,-35.72734,80.019997,3.85999,1.099998,6.9005394,0.04964447,0.495429456,1.667062998,0.008091221,0.536755621,-19.22095871,-12.75187397,0.504022062,n,0,30,"RRG 20%, litter 50%",2829,4290,1.143,0.143,31,47,22,38,41,21,Silty loam,6.36,4.75,0.0627,7.091,5.071078,672.632,574.371,178.288,129.664,16106.7,0,0,775.958,0,0,25.325,0,18740.5,2431.2,1620.8,612.865,0,184.366,12.156,190.444,12.156,43.559,0,0,31.403,n,0.013,1.013,6.61489,0.66858,-24.02,4.52,11.02653738,1.747938651,5.550164275,2.916122242,61.03,3.92,0.487,0.276,0.798,8.65102,3.570825,0.103,9.00E-04,32.72,68.6894,3.157,69.33333333,5.18,0.677347465,9.893939394,13.38481338,0.206458717,1.452746554,0.042,218.6008485,124.9891208,27.32963315,57.54193371,14.11271968,1.729491163,0.218656096,57.66448211,0.030056188
FCNSW_062_2019-07-30_T5_P2,FCNSW_062,FC NSW 1052,30/7/19,5,2,144.29568,-35.72802,79.650002,3.49,0.730003,6.4532814,-0.04750061,2.603435516,0.128039688,0.007770457,0.445352405,-18.69451141,-12.41549301,0.51933217,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.162,0.162,18,50,33,27,41,32,Silty clay loam,5.88,4.57,0.0704,17.391,13.170102,1276.704,907.401,159.588,290.532,25984.2,0,0,1217.37,0,0,35.805,13.299,26188.8,3314.52,2107.38,375.441,0,155.496,16.368,247.566,15.345,137.082,0,0,43.989,n,0.023,1.023,21.62622,1.68795,-24.91,1.16,27.79931,5.215297005,12.22505607,6.980247638,95.17,15.71,10.2,2.939,1.521,29.58516,4.263864,0.1162,8.00E-04,30.911,69.978,2.571,316.4,19.86,0.693613774,12.81212121,15.93152064,0.271555039,0.963753977,0.082,967.2992496,613.7993125,70.80496789,268.5171472,120.1735299,25.43852621,0.115355241,268.7288288,0.094737064
FCNSW_063_2019-07-30_T5_P3,FCNSW_063,FC NSW 1053,30/7/19,5,3,144.29662,-35.72855,79.43,3.27,0.510002,7.05400085,0.135002136,0.849893451,3.077367306,0.029398875,0.364133745,-17.7098732,-12.40381432,0.547967374,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.166,0.166,17,51,32,25,42,34,Silty clay loam,5.56,4.18,0.0617,12.228,23.828296,635.856,735.718,140.622,209.914,22418,0,0,661.331,0,12.228,33.627,11.209,20991.4,2771.68,1824.01,363.783,0,137.565,14.266,198.705,16.304,84.577,0,0,38.722,n,0.019,1.019,11.87135,1.1209,-27.24,2.86,19.46439808,3.099413444,9.641128889,4.708216632,85.17,14.64,12.636,2.302,1.007,16.04925,3.43403,0.0783,6.00E-04,35.749,65.9037,0,164.4444444,8.32,0.648322179,10.59090909,19.76495726,0.215996851,1.036677271,0.066,321.8048148,205.6908437,24.67162196,98.33272519,33.45336091,6.256657453,0.119945164,98.51975147,0.063627418
FCNSW_064_2019-07-30_T5_P4,FCNSW_064,FC NSW 1054,30/7/19,5,4,144.29732,-35.72876,78.919998,2.75999,0,5.56973743,-0.209999084,5.333328247,-0.083319426,-0.008850456,0.418297201,-17.08740044,-12.33379459,0.566070139,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.158,0.158,23,44,33,29,39,31,Silty clay loam,5.98,4.58,0.0596,11.198,47.802226,912.128,708.528,128.268,244.32,17306,0,0,933.506,0,0,29.522,12.216,15168.2,2382.12,1618.62,364.444,0,131.322,12.216,223.96,15.27,138.448,0,0,35.63,n,0.018,1.018,10.50576,1.09944,-24.36,2.83,16.16982634,3.097656462,7.341051701,3.503312448,19.27,9.74,8.386,0.41,0.916,14.02804,4.191106,0.0899,8.00E-04,33.951,67.5985,0.944,247.7555556,6.46,0.665670437,9.555555556,38.35225318,0.285646666,1.022248144,0.079,279.8443262,171.8496099,29.56033114,82.20962183,20.83425588,3.97445927,0.172012792,82.40038742,0.048345427
FCNSW_065_2019-07-30_T6_P1,FCNSW_065,FC NSW 1061,30/7/19,6,1,144.274284,-35.696733,79.400002,3.24,1.459999,5.40152121,-0.073753357,1.771710634,1.685418725,0.035678454,0.283228964,-18.1434269,-11.93060017,0.535358787,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.293,0.293,17,22,60,28,27,45,Clay,6.39,4.96,0.1091,29.986,8.863448,2431.968,1798.126,467.368,504.592,43841.6,0,0,2161.06,0,18.612,50.666,22.748,44668.8,3246.76,3008.94,1168.42,0,551.122,28.952,300.894,22.748,149.93,0,0,54.802,n,0.034,1.034,21.25904,1.78882,-25.02,4.41,39.21620846,4.359114677,19.70190098,12.62594716,118.34,6.43,0.734,0.956,1.069,31.36122,7.585424,0.1248,9.00E-04,32.764,68.4158,4.74,335.5555556,28.6,0.676180423,11.88439306,11.73271173,0.134840855,1.095800636,0.146,899.8038476,547.1291032,105.9562517,237.510207,95.76096114,18.57035289,0.193658592,237.704131,0.078187599
FCNSW_066_2019-07-30_T6_P2,FCNSW_066,FC NSW 1062,30/7/19,6,2,144.274252,-35.6966,78.470001,2.31,0.529999,4.65716457,0.086250305,8.780653,-0.015686646,0.002873365,0.338624328,-18.1434269,-11.93060017,0.535358787,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.251,0.251,25,25,50,31,31,38,Silty clay,5.94,4.65,0.0834,19.589,28.978317,1626.918,1172.247,200.014,420.648,29589.7,0,0,1690.84,0,0,38.147,16.496,24950.2,2979.59,2237.27,437.144,0,235.068,17.527,283.525,19.589,132.999,0,0,48.457,n,0.031,1.031,30.81659,1.93828,-21.82,3.53,34.28310824,5.651222883,16.91659204,8.080134663,92.42,16.37,14.837,1.953,1.407,28.34219,7.39227,0.1277,9.00E-04,32.545,68.5273,0,238.2888889,12.66,0.678002776,15.89893617,18.82218712,0.226078516,1.069579357,0.128,783.5310963,487.2187414,91.43015854,215.5918322,84.89401039,19.6686112,0.18765731,215.8235165,0.091230781
FCNSW_067_2019-07-30_T6_P3,FCNSW_067,FC NSW 1063,30/7/19,6,3,144.274289,-35.696551,78.050003,1.89,0.110001,4.87607479,-0.135780334,6.351511955,-0.048354521,-0.01558402,0.338624328,-18.1434269,-11.93060017,0.535358787,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.223,0.223,28,25,47,34,28,38,Silty clay,6.33,4.81,0.0616,19.456,26.187776,1673.216,1001.472,188.416,331.776,23244.8,0,0,1536,0,0,31.744,15.36,17203.2,2560,1822.72,447.488,0,188.416,14.336,249.856,17.408,124.928,0,0,43.008,n,0.024,1.024,12.7488,1.37216,-28.9,3.11,22.84710424,4.563297976,11.75530509,4.326869154,58.93,7.19,6.656,0.627,0.65,17.17248,4.447232,0.1616,8.00E-04,34.067,67.5894,0,222.1777778,11.82,0.664880913,9.291044776,18.79676631,0.283748821,1.216620714,0.099,525.1361493,339.0605127,51.43174956,140.2867938,61.13766551,9.860250793,0.151688998,140.4480733,0.070286379
FCNSW_068_2019-07-30_T6_P4,FCNSW_068,FC NSW 1064,30/7/19,6,4,144.274307,-35.696518,77.940002,1.78,0,5.07879019,-0.135002136,4.549187183,-0.347103149,-0.007517815,0.338624328,-18.1434269,-11.93060017,0.535358787,y,0,30,"Mature and juv RRG 15%; 70% litter, surface self-mulching",2829,3710,1.248,0.248,21,21,58,31,27,42,Clay,5.89,4.66,0.0862,19.532,42.152112,2097.12,1191.452,195.32,481.104,30120.4,0,0,1788.72,0,0,39.064,18.504,21793.6,3351.28,2158.8,533.532,0,196.348,17.476,412.228,21.588,142.892,0,0,57.568,n,0.028,1.028,13.60044,0.68876,-30.66,3.48,21.1184804,4.043153614,11.05662282,4.256991256,59.06,11.68,14.298,0.329,0.81,18.05168,4.24564,0.1152,7.00E-04,31.427,69.5803,0,208.9111111,16.84,0.688864072,19.74626866,12.40564793,0.264023476,1.156670201,0.118,710.1447921,415.7762292,70.77935978,179.4824356,70.51949844,10.48977828,0.170234263,179.6311856,0.058444595
FCNSW_069_2019-07-30_T7_P1,FCNSW_069,FC NSW 1071,30/7/19,7,1,144.239511,-35.678113,78.860001,2.7,1.18,6.91645908,0.021240234,0.833409607,-0.138664544,4.51E-05,0.505783379,-18.85954857,-12.81592464,0.514532566,n,0,30,"Mature and Juv RRG, forbs, shrub 30%, juncus 1%, thatch of litter, 100%",2829,3440,1.211,0.211,26,50,25,36,43,21,Silty loam,6.59,5.32,0.0783,14.21,8.5463,1390.55,724.71,186.76,274.05,15631,0,0,1684.9,0,0,26.39,11.165,25882.5,2517.2,1664.6,766.325,0,196.91,14.21,268.975,14.21,110.635,0,0,32.48,n,0.015,1.015,6.95275,0.43645,-17.31,,23.31591945,3.943883426,10.61531226,7.157753548,99.6,5.78,0.344,0.183,0.982,21.112,4.19601,0.2075,0.0012,27.866,72.4243,5.253,151.0444444,20.8,0.722146608,15.93023256,7.261752137,0.221902258,1.150314599,0.054,380.5291165,221.6657419,50.46406514,90.74082905,33.67568129,4.101383883,0.227658386,90.86261972,0.04519888
FCNSW_070_2019-07-30_T7_P2,FCNSW_070,FC NSW 1072,30/7/19,7,2,144.238774,-35.677261,78.330002,2.17,0.650002,6.62188911,-0.02015686,0.600877225,1.280064821,0.011195613,0.478628874,-17.82894897,-11.32377529,0.544504464,n,0,30,"Recently thinned RRG 15%, juncus 15%, harvest disturbance",2829,3100,1.155,0.155,27,39,35,33,34,32,Silty clay loam,5.72,4.35,0.0576,13.273,13.745723,988.328,823.947,136.814,318.552,19296.9,0,0,900.522,0,0,28.588,11.231,19603.2,2409.56,1623.39,524.794,0,110.268,12.252,240.956,15.315,106.184,0,0,35.735,n,0.021,1.021,13.93665,1.39877,-26.95,2.76,20.47389725,3.857701365,9.909910724,4.440929809,101.41,13.08,5.056,2.254,1.775,18.86808,6.655899,0.1186,9.00E-04,32.103,68.965,5.77,236.5555556,15.58,0.68236237,9.96350365,15.18328341,0.268813618,0.999363733,0.088,478.7233589,287.3451089,52.26798504,144.4525656,43.63306619,8.173902611,0.181899686,144.6398984,0.056585375
FCNSW_071_2019-07-30_T7_P3,FCNSW_071,FC NSW 1073,30/7/19,7,3,144.238588,-35.676544,78.209999,2.05,0.529999,7.89242125,0.003746033,0.897553921,0.231871322,0.010139047,0.402546525,-17.9918766,-12.13501549,0.539766192,n,0,30,"Recently thinned RRG 20%, juncus 1%, themeda 3%, harvest disturbance; thatch of litter 100%",2829,3100,1.136,0.136,37,31,32,41,32,27,Silty clay loam,5.94,4.53,0.0468,15.24,9.153144,1347.216,675.64,121.92,278.384,37084,0,12.192,1178.56,0,0,41.656,0,17576.8,5953.76,2143.76,392.176,0,165.608,14.224,224.536,13.208,150.368,0,0,37.592,n,0.016,1.016,8.29056,0.44704,-23.21,-0.02,15.9585506,3.039924231,7.761068481,3.483730247,62.71,9.51,5.835,1.02,1.066,14.66088,4.567936,0.1056,8.00E-04,31.983,68.8476,2.655,158.3333333,14.1,0.682804625,18.54545455,11.22931442,0.270340475,1.014704843,0.074,583.9722637,362.6888353,48.20403798,168.1604908,65.19128502,11.6936345,0.132907422,168.339865,0.069538537
FCNSW_072_2019-07-30_T7_P4,FCNSW_072,FC NSW 1074,30/7/19,7,4,144.237507,-35.675924,77.68,1.52,0,6.50819778,0.01474762,1.572275162,-0.655814588,-0.001909524,0.356669813,-17.30248451,-11.48618507,0.559815049,n,0,30,Recently thinned RRG 5% coverage from coppiced remaining stand; litter 80%,2829,3150,1.166,0.166,35,40,25,40,34,26,Silty loam,5.82,4.68,0.0662,21.336,11.7602,1190.752,683.768,119.888,272.288,33223.2,0,0,1239.52,0,0,39.624,11.176,16662.4,5059.68,2052.32,401.32,0,170.688,14.224,212.344,14.224,156.464,0,0,36.576,n,0.016,1.016,13.29944,1.22936,-31.49,2.4,17.4876299,3.521719034,8.280741133,3.996781944,53.38,13.88,14.405,0.229,0.6,16.13408,4.01828,0.1017,7.00E-04,30.359,70.5315,0,82.66666667,9.52,0.699089607,10.81818182,8.683473389,0.286842795,1.03552492,0.07,431.6950306,280.0677595,38.66564737,119.1097031,40.83944309,9.604327954,0.138058188,119.3448759,0.080634304
FCNSW_073_2019-07-31_T8_P1,FCNSW_073,FC NSW 1081,31/7/19,8,1,144.232062,-35.59318,77.18,1.02,1.019997,6.83653593,0.13999939,2.793794394,0.142957643,0.012658071,0.484658927,-19.1385746,-13.07293701,0.50641793,n,0,30,"Recently thinned RRG 15%, 95% litter, appears to be perched vertosol (black)",2829,3400,1.198,0.198,23,27,50,30,31,38,Silty clay,7.1,6,0.2106,21.651,13.256598,2497.082,1490.826,542.306,554.678,64025.1,0,19.589,3123.93,0,16.496,57.736,22.682,38353.2,9887.29,4598.26,1247.51,0,890.784,28.868,382.501,16.496,169.084,0,0,63.922,n,0.031,1.031,21.99123,1.00007,-24.36,3.86,23.36480067,1.797904891,13.21656874,9.558651431,85.18,10.37,4.707,1.404,1.264,22.41394,6.582935,0.1959,9.00E-04,27.61,73.2339,4.259,185.2888889,16.02,0.72621051,21.98969072,11.56609793,0.078941274,1.081654295,0.1,514.6326636,323.357275,70.93913165,116.6194836,74.54201713,5.490848644,0.219383132,116.6931447,0.047083459
FCNSW_074_2019-07-31_T8_P2,FCNSW_074,FC NSW 1082,31/7/19,8,2,144.231292,-35.593209,76.559998,0.39999,0.399994,5.85486651,-0.003753662,1.333363891,-0.833237946,0.004444208,0.402731627,-18.18707657,-12.29972839,0.534089386,n,0,30,Old RRG with some coppiced 15%; Juncus 10%; litter 90%,2829,3230,1.157,0.157,28,33,39,32,34,34,Silty clay loam,6.13,5.04,0.0903,20.44,11.21134,1555.484,997.472,218.708,410.844,46092.2,0,13.286,1318.38,0,0,45.99,14.308,25039,7736.54,3055.78,423.108,0,323.974,18.396,217.686,15.33,142.058,0,0,45.99,n,0.022,1.022,19.42822,1.64542,-27.63,1.56,27.06267178,4.921161027,12.79881852,6.934560591,118.53,28.43,21.413,8.658,1.564,27.76774,5.606692,0.1098,9.00E-04,32.074,69.0875,0,356.2,20.2,0.682942621,11.80745342,17.63366337,0.249382582,1.016154118,0.11,1155.749338,755.8189564,111.5353952,311.8422951,134.5677508,40.15162996,0.147568931,312.1406699,0.128756203
FCNSW_075_2019-07-31_T8_P3,FCNSW_075,FC NSW 1083,31/7/19,8,3,144.230001,-35.592745,76.260002,0.1,0.099998,6.4437232,0.089996338,1.201825023,-0.682665169,-0.002905871,0.436041832,-17.9012661,-11.21871471,0.542401314,n,0,30,Mature RRG recently thinned; litter 100%,2829,3210,1.129,0.129,32,34,34,38,33,29,Silty clay loam,5.58,4.57,0.0772,15.27,15.925592,1213.456,584.332,124.196,342.048,39905.6,0,12.216,1191.06,0,0,41.738,13.234,20665.4,6759.52,2514.46,433.668,0,203.6,16.288,272.824,14.252,139.466,0,0,42.756,n,0.018,1.018,12.60284,1.20124,-26.05,2.25,20.23859783,3.855149875,9.353563874,4.376913942,100.85,17.85,6.411,5.839,2.359,17.08204,4.556568,0.1071,9.00E-04,33.942,67.3849,5.6,240.6888889,14.86,0.665024786,10.49152542,16.19709885,0.280773177,1.040498409,0.083,622.6651187,376.2745475,58.76852311,160.051828,61.41707995,17.35214286,0.15618522,160.3343575,0.108415774
FCNSW_076_2019-07-31_T8_P4,FCNSW_076,FC NSW 1084,31/7/19,8,4,144.229216,-35.592304,76.160004,0,0,6.72196484,0.050994873,0.849893451,-0.636374235,-0.019034863,0.408939779,-17.07598877,-11.17051411,0.566402018,n,0,30,"V large RRG stumps, mature and juv RRG 40%; litter 90%; self-mulching",2829,3250,1.154,0.154,33,35,32,44,32,25,Silty clay loam,5.73,4.65,0.0579,16.288,19.465178,1325.436,685.114,136.412,309.472,37767.8,0,10.18,1252.14,0,0,39.702,13.234,18629.4,6097.82,2382.12,374.624,0,192.402,16.288,255.518,14.252,142.52,0,0,39.702,n,0.018,1.018,21.4798,1.46592,,2.66,21.94810438,4.312345793,9.866545899,5.100765177,88.07,7.94,2.623,0.487,1.403,19.48452,4.261348,0.1187,8.00E-04,32.226,68.8192,4.83,212.9777778,17.04,0.681073421,14.65277778,12.49869588,0.288117603,1.046571227,0.089,900.3664094,565.3848715,80.52581869,260.8331847,96.57875528,23.60480105,0.142426554,261.0775946,0.090497691
FCNSW_077_2019-07-31_T9_P1,FCNSW_077,FC NSW 1091,31/7/19,9,1,144.423864,-35.825089,82.18,6.02,1.050003,6.52480793,-0.01865387,0.948195279,0.485974818,-0.001828948,0.419066936,-16.99451447,-11.1381321,0.568771422,n,0,30,"River red gum 50% coverage, thick litter, Juncus",2829,2950,1.213,0.213,24,39,37,26,39,35,Silty clay loam,5.59,4.44,0.0557,11.209,9.574524,805.01,595.096,124.318,238.446,42084.7,0,13.247,947.67,0,0,48.912,13.247,26494,6837.49,2914.34,468.74,0,196.667,20.38,215.009,16.304,119.223,0,0,49.931,n,0.019,1.019,13.9603,1.3247,-20.15,3.32,19.44206957,3.515408649,9.243174607,4.081758297,124.24,9.24,0.746,0.814,2.439,16.90521,5.16633,0.1051,8.00E-04,32.522,68.5458,7.68,220.2666667,20.52,0.678216009,10.53846154,10.73424301,0.263821865,0.925980912,0.112,880.9519125,480.9307166,111.5241346,208.4758996,74.37531752,19.86262522,0.23189231,208.742959,0.095275402
FCNSW_078_2019-07-31_T9_P2,FCNSW_078,FC NSW 1092,31/7/19,9,2,144.422807,-35.825348,82.230003,6.07,1.100006,7.10196686,-0.010002136,0.333277375,0.66692102,-0.004444472,0.450046688,-17.28645325,-10.79902363,0.560281277,n,0,30,"River red gum, 60% litter coverage, sparse Juncus",2829,3180,1.221,0.221,28,41,31,33,36,32,Silty clay loam,5.83,4.78,0.0764,13.273,10.732752,1039.378,635.062,128.646,245.04,40942.1,0,12.252,1143.52,0,0,47.987,12.252,25116.6,7279.73,2940.48,433.925,0,196.032,18.378,197.053,15.315,120.478,0,0,46.966,n,0.021,1.021,13.11985,0.84743,-22.98,1.77,28.19697451,5.843415384,12.51183409,6.477848652,127.64,13.39,2.746,3.744,2.431,26.12739,7.433901,0.1097,8.00E-04,31.776,69.3529,6.9,305.6888889,29.72,0.685787149,15.48192771,10.28562883,0.307715272,1.02290562,0.09,1095.544839,666.1351864,139.9238495,274.0397127,128.1093538,36.89255461,0.210053233,274.3276897,0.134624848
